name,WKT
Canning Town,"POLYGON((0.014060699999999999 51.5139445, 0.014038515089874876 51.514260875346174, 0.013972129200061172 51.51457484288493, 0.013862047567265268 51.514884013133724, 0.013709107979181845 51.51518603312027, 0.013514474398423668 51.51547860429012, 0.013279628104063277 51.5157595, 0.013006356418204822 51.51602658246396, 0.01269673910338364 51.516277819023166, 0.012353132534317572 51.51651129761571, 0.011978151764472523 51.51672524132852, 0.011574650623926597 51.51691802192077, 0.0111457 51.517088172215736, 0.010694564465948277 51.51723439726695, 0.010224677435588648 51.517355584213455, 0.009739615032947695 51.51745081074943, 0.009243068875798203 51.51751935214344, 0.008738817980218846 51.517560686754074, 0.008230699999999999 51.5175745, 0.007722582019781151 51.517560686754074, 0.007218331124201795 51.51751935214344, 0.0067217849670523026 51.51745081074943, 0.006236722564411349 51.517355584213455, 0.005766835534051722 51.51723439726695, 0.0053157 51.517088172215736, 0.004886749376073399 51.51691802192077, 0.004483248235527475 51.51672524132852, 0.004108267465682427 51.51651129761571, 0.003764660896616358 51.516277819023166, 0.003455043581795176 51.51602658246396, 0.0031817718959367214 51.5157595, 0.00294692560157633 51.51547860429012, 0.0027522920208181536 51.51518603312027, 0.002599352432734731 51.514884013133724, 0.002489270799938826 51.51457484288493, 0.002422884910125122 51.514260875346174, 0.0024006999999999987 51.5139445, 0.002422884910125122 51.51362812465383, 0.002489270799938826 51.51331415711507, 0.00259935243273473 51.51300498686628, 0.0027522920208181527 51.51270296687973, 0.002946925601576329 51.512410395709885, 0.0031817718959367214 51.5121295, 0.003455043581795177 51.511862417536044, 0.003764660896616358 51.511611180976836, 0.004108267465682425 51.511377702384294, 0.004483248235527473 51.51116375867148, 0.004886749376073398 51.51097097807923, 0.005315699999999996 51.510800827784266, 0.005766835534051723 51.510654602733055, 0.006236722564411351 51.51053341578655, 0.006721784967052303 51.51043818925057, 0.007218331124201795 51.510369647856564, 0.007722582019781151 51.51032831324593, 0.008230699999999997 51.5103145, 0.008738817980218845 51.51032831324593, 0.009243068875798201 51.510369647856564, 0.009739615032947692 51.51043818925057, 0.01022467743558865 51.51053341578655, 0.010694564465948277 51.510654602733055, 0.0111457 51.510800827784266, 0.011574650623926597 51.51097097807923, 0.011978151764472523 51.51116375867148, 0.012353132534317569 51.511377702384294, 0.01269673910338364 51.511611180976836, 0.01300635641820482 51.511862417536044, 0.013279628104063274 51.5121295, 0.013514474398423668 51.512410395709885, 0.013709107979181845 51.51270296687973, 0.013862047567265268 51.51300498686628, 0.013972129200061172 51.51331415711507, 0.014038515089874876 51.51362812465383, 0.014060699999999999 51.5139445))"
Clapham South,"POLYGON((-0.1419827 51.4527765, -0.1420048849101251 51.45309287534617, -0.1420712707999388 51.45340684288493, -0.14218135243273472 51.45371601313372, -0.14233429202081815 51.45401803312027, -0.14252892560157632 51.454310604290114, -0.14276377189593673 51.4545915, -0.14303704358179517 51.454858582463956, -0.14334666089661635 51.455109819023164, -0.14369026746568242 51.455343297615705, -0.14406524823552747 51.45555724132852, -0.1444687493760734 51.45575002192077, -0.1448977 51.455920172215734, -0.1453488355340517 51.456066397266945, -0.14581872256441133 51.45618758421345, -0.1463037849670523 51.45628281074943, -0.1468003311242018 51.456351352143436, -0.14730458201978114 51.45639268675407, -0.1478127 51.4564065, -0.14832081798021884 51.45639268675407, -0.1488250688757982 51.456351352143436, -0.1493216150329477 51.45628281074943, -0.14980667743558865 51.45618758421345, -0.15027656446594828 51.456066397266945, -0.1507277 51.455920172215734, -0.15115665062392658 51.45575002192077, -0.15156015176447252 51.45555724132852, -0.15193513253431756 51.455343297615705, -0.15227873910338363 51.455109819023164, -0.1525883564182048 51.454858582463956, -0.15286162810406326 51.4545915, -0.15309647439842367 51.454310604290114, -0.15329110797918183 51.45401803312027, -0.15344404756726526 51.45371601313372, -0.15355412920006117 51.45340684288493, -0.15362051508987487 51.45309287534617, -0.1536427 51.4527765, -0.15362051508987487 51.452460124653825, -0.15355412920006117 51.45214615711507, -0.15344404756726526 51.451836986866276, -0.15329110797918183 51.45153496687973, -0.15309647439842367 51.45124239570988, -0.15286162810406326 51.4509615, -0.1525883564182048 51.45069441753604, -0.15227873910338363 51.45044318097683, -0.15193513253431756 51.45020970238429, -0.15156015176447252 51.44999575867148, -0.15115665062392658 51.44980297807923, -0.1507277 51.449632827784264, -0.15027656446594828 51.44948660273305, -0.14980667743558865 51.449365415786545, -0.1493216150329477 51.44927018925057, -0.1488250688757982 51.44920164785656, -0.14832081798021884 51.449160313245926, -0.1478127 51.4491465, -0.14730458201978114 51.449160313245926, -0.1468003311242018 51.44920164785656, -0.1463037849670523 51.44927018925057, -0.14581872256441133 51.449365415786545, -0.1453488355340517 51.44948660273305, -0.1448977 51.449632827784264, -0.1444687493760734 51.44980297807923, -0.14406524823552747 51.44999575867148, -0.14369026746568242 51.45020970238429, -0.14334666089661635 51.45044318097683, -0.14303704358179517 51.45069441753604, -0.14276377189593673 51.4509615, -0.14252892560157632 51.45124239570988, -0.14233429202081815 51.45153496687973, -0.14218135243273472 51.451836986866276, -0.1420712707999388 51.45214615711507, -0.1420048849101251 51.452460124653825, -0.1419827 51.4527765))"
East Putney,"POLYGON((-0.2049463 51.4590849, -0.20496848491012512 51.459401275346174, -0.20503487079993882 51.45971524288493, -0.20514495243273473 51.46002441313372, -0.20529789202081816 51.46032643312027, -0.20549252560157633 51.460619004290116, -0.20572737189593673 51.4608999, -0.20600064358179518 51.46116698246396, -0.20631026089661636 51.461418219023166, -0.20665386746568243 51.46165169761571, -0.20702884823552747 51.46186564132852, -0.2074323493760734 51.46205842192077, -0.2078613 51.462228572215736, -0.2083124355340517 51.462374797266946, -0.20878232256441134 51.462495984213454, -0.2092673849670523 51.46259121074943, -0.2097639311242018 51.46265975214344, -0.21026818201978115 51.46270108675407, -0.2107763 51.4627149, -0.21128441798021885 51.46270108675407, -0.2117886688757982 51.46265975214344, -0.2122852150329477 51.46259121074943, -0.21277027743558866 51.462495984213454, -0.2132401644659483 51.462374797266946, -0.2136913 51.462228572215736, -0.2141202506239266 51.46205842192077, -0.21452375176447253 51.46186564132852, -0.21489873253431757 51.46165169761571, -0.21524233910338364 51.461418219023166, -0.21555195641820482 51.46116698246396, -0.21582522810406327 51.4608999, -0.21606007439842367 51.460619004290116, -0.21625470797918184 51.46032643312027, -0.21640764756726527 51.46002441313372, -0.21651772920006118 51.45971524288493, -0.21658411508987488 51.459401275346174, -0.2166063 51.4590849, -0.21658411508987488 51.45876852465383, -0.21651772920006118 51.45845455711507, -0.21640764756726527 51.45814538686628, -0.21625470797918184 51.45784336687973, -0.21606007439842367 51.457550795709885, -0.21582522810406327 51.4572699, -0.21555195641820482 51.45700281753604, -0.21524233910338364 51.456751580976835, -0.21489873253431757 51.456518102384294, -0.21452375176447253 51.45630415867148, -0.2141202506239266 51.45611137807923, -0.2136913 51.455941227784265, -0.2132401644659483 51.455795002733055, -0.21277027743558866 51.45567381578655, -0.2122852150329477 51.45557858925057, -0.2117886688757982 51.45551004785656, -0.21128441798021885 51.45546871324593, -0.2107763 51.4554549, -0.21026818201978115 51.45546871324593, -0.2097639311242018 51.45551004785656, -0.2092673849670523 51.45557858925057, -0.20878232256441134 51.45567381578655, -0.2083124355340517 51.455795002733055, -0.2078613 51.455941227784265, -0.2074323493760734 51.45611137807923, -0.20702884823552747 51.45630415867148, -0.20665386746568243 51.456518102384294, -0.20631026089661636 51.456751580976835, -0.20600064358179518 51.45700281753604, -0.20572737189593673 51.4572699, -0.20549252560157633 51.457550795709885, -0.20529789202081816 51.45784336687973, -0.20514495243273473 51.45814538686628, -0.20503487079993882 51.45845455711507, -0.20496848491012512 51.45876852465383, -0.2049463 51.4590849))"
Hampstead,"POLYGON((-0.1725068 51.55666040000001, -0.1725289849101251 51.556976775346186, -0.1725953707999388 51.557290742884945, -0.17270545243273472 51.557599913133735, -0.17285839202081815 51.557901933120284, -0.17305302560157632 51.55819450429013, -0.17328787189593672 51.55847540000001, -0.17356114358179517 51.55874248246397, -0.17387076089661635 51.55899371902318, -0.17421436746568242 51.55922719761572, -0.17458934823552746 51.559441141328534, -0.1749928493760734 51.559633921920785, -0.1754218 51.55980407221575, -0.1758729355340517 51.55995029726696, -0.17634282256441133 51.560071484213466, -0.1768278849670523 51.56016671074944, -0.1773244311242018 51.56023525214345, -0.17782868201978114 51.560276586754085, -0.1783368 51.560290400000014, -0.17884491798021884 51.560276586754085, -0.1793491688757982 51.56023525214345, -0.1798457150329477 51.56016671074944, -0.18033077743558865 51.560071484213466, -0.18080066446594828 51.55995029726696, -0.1812518 51.55980407221575, -0.18168075062392658 51.559633921920785, -0.18208425176447252 51.559441141328534, -0.18245923253431756 51.55922719761572, -0.18280283910338363 51.55899371902318, -0.1831124564182048 51.55874248246397, -0.18338572810406326 51.55847540000001, -0.18362057439842366 51.55819450429013, -0.18381520797918183 51.557901933120284, -0.18396814756726526 51.557599913133735, -0.18407822920006117 51.557290742884945, -0.18414461508987487 51.556976775346186, -0.1841668 51.55666040000001, -0.18414461508987487 51.55634402465384, -0.18407822920006117 51.55603005711508, -0.18396814756726526 51.55572088686629, -0.18381520797918183 51.55541886687974, -0.18362057439842366 51.5551262957099, -0.18338572810406326 51.55484540000001, -0.1831124564182048 51.554578317536055, -0.18280283910338363 51.55432708097685, -0.18245923253431756 51.554093602384306, -0.18208425176447252 51.55387965867149, -0.18168075062392658 51.55368687807924, -0.1812518 51.55351672778428, -0.18080066446594828 51.55337050273307, -0.18033077743558865 51.55324931578656, -0.1798457150329477 51.55315408925058, -0.1793491688757982 51.553085547856575, -0.17884491798021884 51.55304421324594, -0.1783368 51.55303040000001, -0.17782868201978114 51.55304421324594, -0.1773244311242018 51.553085547856575, -0.1768278849670523 51.55315408925058, -0.17634282256441133 51.55324931578656, -0.1758729355340517 51.55337050273307, -0.1754218 51.55351672778428, -0.1749928493760734 51.55368687807924, -0.17458934823552746 51.55387965867149, -0.17421436746568242 51.554093602384306, -0.17387076089661635 51.55432708097685, -0.17356114358179517 51.554578317536055, -0.17328787189593672 51.55484540000001, -0.17305302560157632 51.5551262957099, -0.17285839202081815 51.55541886687974, -0.17270545243273472 51.55572088686629, -0.1725953707999388 51.55603005711508, -0.1725289849101251 51.55634402465384, -0.1725068 51.55666040000001))"
Manor House,"POLYGON((-0.0902143 51.57088599999999, -0.09023648491012512 51.57120237534616, -0.09030287079993883 51.57151634288492, -0.09041295243273473 51.57182551313371, -0.09056589202081815 51.57212753312026, -0.09076052560157633 51.5724201042901, -0.09099537189593672 51.57270099999999, -0.09126864358179518 51.572968082463944, -0.09157826089661636 51.57321931902315, -0.09192186746568243 51.573452797615694, -0.09229684823552747 51.57366674132851, -0.0927003493760734 51.57385952192076, -0.0931293 51.57402967221572, -0.09358043553405172 51.57417589726693, -0.09405032256441134 51.57429708421344, -0.0945353849670523 51.57439231074942, -0.0950319311242018 51.574460852143424, -0.09553618201978115 51.57450218675406, -0.0960443 51.57451599999999, -0.09655241798021885 51.57450218675406, -0.0970566688757982 51.574460852143424, -0.0975532150329477 51.57439231074942, -0.09803827743558866 51.57429708421344, -0.09850816446594828 51.57417589726693, -0.0989593 51.57402967221572, -0.0993882506239266 51.57385952192076, -0.09979175176447252 51.57366674132851, -0.10016673253431757 51.573452797615694, -0.10051033910338364 51.57321931902315, -0.10081995641820482 51.572968082463944, -0.10109322810406328 51.57270099999999, -0.10132807439842367 51.5724201042901, -0.10152270797918185 51.57212753312026, -0.10167564756726527 51.57182551313371, -0.10178572920006117 51.57151634288492, -0.10185211508987488 51.57120237534616, -0.1018743 51.57088599999999, -0.10185211508987488 51.570569624653814, -0.10178572920006117 51.570255657115055, -0.10167564756726527 51.569946486866264, -0.10152270797918185 51.569644466879716, -0.10132807439842367 51.56935189570987, -0.10109322810406328 51.56907099999999, -0.10081995641820482 51.56880391753603, -0.10051033910338364 51.56855268097682, -0.10016673253431757 51.56831920238428, -0.09979175176447252 51.568105258671466, -0.0993882506239266 51.567912478079215, -0.0989593 51.56774232778425, -0.09850816446594828 51.56759610273304, -0.09803827743558864 51.56747491578653, -0.0975532150329477 51.56737968925056, -0.0970566688757982 51.56731114785655, -0.09655241798021885 51.567269813245915, -0.0960443 51.567255999999986, -0.09553618201978116 51.567269813245915, -0.0950319311242018 51.56731114785655, -0.0945353849670523 51.56737968925056, -0.09405032256441134 51.56747491578653, -0.09358043553405172 51.56759610273304, -0.0931293 51.56774232778425, -0.0927003493760734 51.567912478079215, -0.09229684823552747 51.568105258671466, -0.09192186746568243 51.56831920238428, -0.09157826089661636 51.56855268097682, -0.09126864358179518 51.56880391753603, -0.09099537189593672 51.56907099999999, -0.09076052560157633 51.56935189570987, -0.09056589202081815 51.569644466879716, -0.09041295243273473 51.569946486866264, -0.09030287079993883 51.570255657115055, -0.09023648491012512 51.570569624653814, -0.0902143 51.57088599999999))"
North Acton,"POLYGON((-0.2538933 51.5234587, -0.2539154849101251 51.52377507534617, -0.25398187079993884 51.52408904288493, -0.25409195243273475 51.52439821313372, -0.2542448920208181 51.52470023312027, -0.25443952560157634 51.524992804290115, -0.2546743718959367 51.5252737, -0.25494764358179517 51.525540782463956, -0.2552572608966163 51.525792019023164, -0.2556008674656824 51.526025497615706, -0.2559758482355275 51.52623944132852, -0.2563793493760734 51.52643222192077, -0.2568083 51.526602372215734, -0.25725943553405173 51.526748597266945, -0.25772932256441133 51.52686978421345, -0.2582143849670523 51.52696501074943, -0.2587109311242018 51.527033552143436, -0.25921518201978117 51.52707488675407, -0.2597233 51.5270887, -0.2602314179802188 51.52707488675407, -0.2607356688757982 51.527033552143436, -0.2612322150329477 51.52696501074943, -0.26171727743558865 51.52686978421345, -0.26218716446594825 51.526748597266945, -0.2626383 51.526602372215734, -0.2630672506239266 51.52643222192077, -0.2634707517644725 51.52623944132852, -0.26384573253431753 51.526025497615706, -0.26418933910338366 51.525792019023164, -0.2644989564182048 51.525540782463956, -0.26477222810406326 51.5252737, -0.26500707439842364 51.524992804290115, -0.26520170797918186 51.52470023312027, -0.26535464756726523 51.52439821313372, -0.26546472920006114 51.52408904288493, -0.26553111508987487 51.52377507534617, -0.2655533 51.5234587, -0.26553111508987487 51.523142324653826, -0.26546472920006114 51.52282835711507, -0.26535464756726523 51.522519186866276, -0.26520170797918186 51.52221716687973, -0.26500707439842364 51.52192459570988, -0.26477222810406326 51.5216437, -0.2644989564182048 51.52137661753604, -0.26418933910338366 51.521125380976834, -0.2638457325343176 51.52089190238429, -0.2634707517644725 51.52067795867148, -0.2630672506239266 51.52048517807923, -0.2626383 51.520315027784264, -0.26218716446594825 51.52016880273305, -0.26171727743558865 51.520047615786545, -0.2612322150329477 51.51995238925057, -0.2607356688757982 51.51988384785656, -0.2602314179802188 51.519842513245926, -0.2597233 51.5198287, -0.25921518201978117 51.519842513245926, -0.2587109311242018 51.51988384785656, -0.2582143849670523 51.51995238925057, -0.25772932256441133 51.520047615786545, -0.25725943553405173 51.52016880273305, -0.2568083 51.520315027784264, -0.2563793493760734 51.52048517807923, -0.2559758482355275 51.52067795867148, -0.25560086746568245 51.52089190238429, -0.2552572608966163 51.521125380976834, -0.25494764358179517 51.52137661753604, -0.2546743718959367 51.5216437, -0.25443952560157634 51.52192459570988, -0.2542448920208181 51.52221716687973, -0.25409195243273475 51.522519186866276, -0.25398187079993884 51.52282835711507, -0.2539154849101251 51.523142324653826, -0.2538933 51.5234587))"
North Greenwich,"POLYGON((0.009414200000000001 51.50024519999999, 0.009392015089874877 51.50056157534616, 0.009325629200061173 51.50087554288492, 0.009215547567265269 51.50118471313371, 0.009062607979181847 51.50148673312026, 0.00886797439842367 51.5017793042901, 0.008633128104063277 51.50206019999999, 0.008359856418204822 51.502327282463945, 0.008050239103383643 51.50257851902315, 0.0077066325343175725 51.502811997615694, 0.007331651764472525 51.50302594132851, 0.006928150623926599 51.50321872192076, 0.0064992 51.50338887221572, 0.006048064465948278 51.50353509726693, 0.0055781774355886495 51.50365628421344, 0.005093115032947696 51.50375151074942, 0.0045965688757982045 51.503820052143425, 0.004092317980218847 51.50386138675406, 0.0035842000000000005 51.50387519999999, 0.0030760820197811524 51.50386138675406, 0.0025718311242017965 51.503820052143425, 0.0020752849670523034 51.50375151074942, 0.0015902225644113502 51.50365628421344, 0.001120335534051723 51.50353509726693, 0.0006692000000000009 51.50338887221572, 0.00024024937607340082 51.50321872192076, -0.00016325176447252445 51.50302594132851, -0.0005382325343175716 51.502811997615694, -0.0008818391033836408 51.50257851902315, -0.0011914564182048228 51.502327282463945, -0.0014647281040632773 51.50206019999999, -0.0016995743984236688 51.5017793042901, -0.0018942079791818452 51.50148673312026, -0.0020471475672652678 51.50118471313371, -0.0021572292000611726 51.50087554288492, -0.0022236150898748766 51.50056157534616, -0.0022458 51.50024519999999, -0.0022236150898748766 51.499928824653814, -0.0021572292000611726 51.499614857115056, -0.0020471475672652686 51.499305686866265, -0.001894207979181846 51.499003666879716, -0.0016995743984236696 51.49871109570987, -0.0014647281040632773 51.49843019999999, -0.001191456418204822 51.49816311753603, -0.0008818391033836408 51.49791188097682, -0.0005382325343175733 51.49767840238428, -0.00016325176447252532 51.497464458671466, 0.00024024937607339952 51.497271678079215, 0.0006691999999999974 51.49710152778425, 0.001120335534051724 51.49695530273304, 0.0015902225644113524 51.496834115786534, 0.0020752849670523047 51.49673888925056, 0.0025718311242017965 51.49667034785655, 0.0030760820197811524 51.496629013245915, 0.003584199999999999 51.49661519999999, 0.004092317980218845 51.496629013245915, 0.004596568875798202 51.49667034785655, 0.005093115032947694 51.49673888925056, 0.00557817743558865 51.496834115786534, 0.006048064465948279 51.49695530273304, 0.0064992 51.49710152778425, 0.006928150623926599 51.497271678079215, 0.007331651764472524 51.497464458671466, 0.007706632534317571 51.49767840238428, 0.008050239103383641 51.49791188097682, 0.00835985641820482 51.49816311753603, 0.008633128104063276 51.49843019999999, 0.00886797439842367 51.49871109570987, 0.009062607979181847 51.499003666879716, 0.009215547567265269 51.499305686866265, 0.009325629200061173 51.499614857115056, 0.009392015089874877 51.499928824653814, 0.009414200000000001 51.50024519999999))"
Stratford,"POLYGON((0.002486 51.5411893, 0.0024638150898748765 51.54150567534617, 0.0023974292000611725 51.54181964288493, 0.0022873475672652685 51.54212881313372, 0.002134407979181846 51.54243083312027, 0.0019397743984236686 51.542723404290115, 0.0017049281040632772 51.5430043, 0.0014316564182048218 51.543271382463956, 0.0011220391033836415 51.543522619023165, 0.0007784325343175723 51.543756097615706, 0.00040345176447252433 51.54397004132852, -4.9376073401816156e-08 51.54416282192077, -0.0004289999999999997 51.544332972215734, -0.0008801355340517223 51.544479197266945, -0.0013500225644113508 51.54460038421345, -0.0018350849670523042 51.54469561074943, -0.002331631124201796 51.544764152143436, -0.0028358820197811534 51.54480548675407, -0.0033439999999999998 51.5448193, -0.0038521179802188475 51.54480548675407, -0.004356368875798204 51.544764152143436, -0.004852915032947697 51.54469561074943, -0.00533797743558865 51.54460038421345, -0.005807864465948278 51.544479197266945, -0.006258999999999999 51.544332972215734, -0.006687950623926599 51.54416282192077, -0.007091451764472525 51.54397004132852, -0.007466432534317571 51.543756097615706, -0.0078100391033836414 51.543522619023165, -0.008119656418204823 51.543271382463956, -0.008392928104063278 51.5430043, -0.008627774398423669 51.542723404290115, -0.008822407979181846 51.54243083312027, -0.008975347567265268 51.54212881313372, -0.009085429200061173 51.54181964288493, -0.009151815089874877 51.54150567534617, -0.009174 51.5411893, -0.009151815089874877 51.540872924653826, -0.009085429200061173 51.54055895711507, -0.00897534756726527 51.540249786866276, -0.008822407979181846 51.53994776687973, -0.00862777439842367 51.539655195709884, -0.008392928104063278 51.5393743, -0.008119656418204823 51.53910721753604, -0.0078100391033836414 51.538855980976834, -0.007466432534317573 51.53862250238429, -0.0070914517644725256 51.53840855867148, -0.006687950623926601 51.53821577807923, -0.006259000000000002 51.538045627784264, -0.005807864465948276 51.53789940273305, -0.0053379774355886474 51.537778215786545, -0.004852915032947696 51.53768298925057, -0.004356368875798204 51.53761444785656, -0.003852117980218848 51.53757311324593, -0.003344000000000001 51.5375593, -0.0028358820197811547 51.53757311324593, -0.0023316311242017984 51.53761444785656, -0.0018350849670523068 51.53768298925057, -0.0013500225644113499 51.537778215786545, -0.0008801355340517215 51.53789940273305, -0.0004289999999999997 51.538045627784264, -4.9376073401816156e-08 51.53821577807923, 0.0004034517644725239 51.53840855867148, 0.0007784325343175706 51.53862250238429, 0.0011220391033836406 51.538855980976834, 0.001431656418204821 51.53910721753604, 0.0017049281040632754 51.5393743, 0.0019397743984236695 51.539655195709884, 0.002134407979181846 51.53994776687973, 0.0022873475672652685 51.540249786866276, 0.0023974292000611725 51.54055895711507, 0.0024638150898748765 51.540872924653826, 0.002486 51.5411893))"
Turnham Green,"POLYGON((-0.2486254 51.4951856, -0.24864758491012512 51.49550197534617, -0.24871397079993882 51.49581594288493, -0.24882405243273473 51.49612511313372, -0.24897699202081816 51.49642713312027, -0.24917162560157632 51.496719704290115, -0.24940647189593673 51.4970006, -0.24967974358179518 51.497267682463956, -0.24998936089661636 51.497518919023165, -0.2503329674656824 51.497752397615706, -0.2507079482355275 51.49796634132852, -0.2511114493760734 51.49815912192077, -0.2515404 51.498329272215734, -0.25199153553405174 51.498475497266945, -0.25246142256441134 51.49859668421345, -0.2529464849670523 51.49869191074943, -0.2534430311242018 51.498760452143436, -0.2539472820197812 51.49880178675407, -0.2544554 51.4988156, -0.2549635179802188 51.49880178675407, -0.2554677688757982 51.498760452143436, -0.2559643150329477 51.49869191074943, -0.25644937743558865 51.49859668421345, -0.25691926446594826 51.498475497266945, -0.2573704 51.498329272215734, -0.2577993506239266 51.49815912192077, -0.2582028517644725 51.49796634132852, -0.25857783253431754 51.497752397615706, -0.25892143910338367 51.497518919023165, -0.2592310564182048 51.497267682463956, -0.25950432810406326 51.4970006, -0.25973917439842364 51.496719704290115, -0.25993380797918186 51.49642713312027, -0.26008674756726524 51.49612511313372, -0.26019682920006115 51.49581594288493, -0.2602632150898749 51.49550197534617, -0.2602854 51.4951856, -0.2602632150898749 51.494869224653826, -0.26019682920006115 51.49455525711507, -0.26008674756726524 51.494246086866276, -0.25993380797918186 51.49394406687973, -0.25973917439842364 51.493651495709884, -0.25950432810406326 51.4933706, -0.2592310564182048 51.49310351753604, -0.25892143910338367 51.492852280976834, -0.2585778325343176 51.49261880238429, -0.2582028517644725 51.49240485867148, -0.2577993506239266 51.49221207807923, -0.2573704 51.492041927784264, -0.25691926446594826 51.49189570273305, -0.25644937743558865 51.491774515786545, -0.2559643150329477 51.49167928925057, -0.2554677688757982 51.49161074785656, -0.2549635179802188 51.49156941324593, -0.2544554 51.4915556, -0.2539472820197812 51.49156941324593, -0.2534430311242018 51.49161074785656, -0.2529464849670523 51.49167928925057, -0.25246142256441134 51.491774515786545, -0.25199153553405174 51.49189570273305, -0.2515404 51.492041927784264, -0.2511114493760734 51.49221207807923, -0.2507079482355275 51.49240485867148, -0.25033296746568245 51.49261880238429, -0.24998936089661636 51.492852280976834, -0.24967974358179518 51.49310351753604, -0.24940647189593673 51.4933706, -0.24917162560157632 51.493651495709884, -0.24897699202081816 51.49394406687973, -0.24882405243273473 51.494246086866276, -0.24871397079993882 51.49455525711507, -0.24864758491012512 51.494869224653826, -0.2486254 51.4951856))"
West Ham,"POLYGON((0.010938199999999999 51.5280931, 0.010916015089874876 51.52840947534617, 0.010849629200061172 51.52872344288493, 0.010739547567265268 51.52903261313372, 0.010586607979181845 51.52933463312027, 0.010391974398423667 51.529627204290115, 0.010157128104063277 51.5299081, 0.009883856418204821 51.53017518246396, 0.00957423910338364 51.530426419023165, 0.009230632534317572 51.530659897615706, 0.008855651764472524 51.53087384132852, 0.008452150623926598 51.53106662192077, 0.0080232 51.531236772215735, 0.007572064465948277 51.531382997266945, 0.007102177435588649 51.53150418421345, 0.006617115032947696 51.53159941074943, 0.006120568875798204 51.53166795214344, 0.005616317980218846 51.53170928675407, 0.005108199999999999 51.5317231, 0.004600082019781152 51.53170928675407, 0.004095831124201796 51.53166795214344, 0.0035992849670523027 51.53159941074943, 0.0031142225644113495 51.53150418421345, 0.0026443355340517224 51.531382997266945, 0.0021932 51.531236772215735, 0.0017642493760734001 51.53106662192077, 0.0013607482355274749 51.53087384132852, 0.0009857674656824278 51.530659897615706, 0.0006421608966163585 51.530426419023165, 0.0003325435817951765 51.53017518246396, 5.927189593672201e-05 51.5299081, -0.00017557439842366945 51.529627204290115, -0.00037020797918184585 51.52933463312027, -0.0005231475672652685 51.52903261313372, -0.0006332292000611733 51.52872344288493, -0.0006996150898748773 51.52840947534617, -0.0007218000000000007 51.5280931, -0.0006996150898748773 51.527776724653826, -0.0006332292000611733 51.52746275711507, -0.0005231475672652693 51.52715358686628, -0.0003702079791818467 51.52685156687973, -0.00017557439842367031 51.526558995709884, 5.927189593672201e-05 51.5262781, 0.0003325435817951774 51.52601101753604, 0.0006421608966163585 51.525759780976834, 0.000985767465682426 51.52552630238429, 0.001360748235527474 51.52531235867148, 0.0017642493760733988 51.52511957807923, 0.0021931999999999967 51.524949427784264, 0.0026443355340517232 51.524803202733054, 0.0031142225644113517 51.524682015786546, 0.003599284967052304 51.52458678925057, 0.004095831124201796 51.52451824785656, 0.004600082019781152 51.52447691324593, 0.0051081999999999985 51.5244631, 0.0056163179802188445 51.52447691324593, 0.006120568875798201 51.52451824785656, 0.006617115032947693 51.52458678925057, 0.00710217743558865 51.524682015786546, 0.007572064465948278 51.524803202733054, 0.0080232 51.524949427784264, 0.008452150623926598 51.52511957807923, 0.008855651764472523 51.52531235867148, 0.00923063253431757 51.52552630238429, 0.00957423910338364 51.525759780976834, 0.009883856418204821 51.52601101753604, 0.010157128104063275 51.5262781, 0.010391974398423669 51.526558995709884, 0.010586607979181845 51.52685156687973, 0.010739547567265268 51.52715358686628, 0.010849629200061172 51.52746275711507, 0.010916015089874876 51.527776724653826, 0.010938199999999999 51.5280931))"
