name,WKT,group
High Commission for the Republic of Zambia,"POLYGON((-0.18516597657706013 51.50124183379657, -0.18416708517617708 51.502551228961934, -0.1826534713095453 51.50048837677637, -0.18259315172578935 51.499875565116746, -0.18309483105037805 51.49978330322384, -0.1854385315049518 51.50072436357823, -0.18516597657706013 51.50124183379657))",Consulate
Embassy of Zimbabwe.,"POLYGON((-0.12358850144425276 51.512968470087756, -0.11577273255246665 51.507267989188925, -0.11497095838236675 51.50645581366879, -0.12454904662990293 51.50819576275183, -0.12815052674447322 51.511252652935895, -0.12864657128216625 51.51253090148927, -0.12358850144425276 51.512968470087756))",Consulate
Consulate of Argentina,"POLYGON((-0.1459928263751784 51.51222101197852, -0.14491738241081628 51.509995980407794, -0.1494155104382577 51.509824704124526, -0.15021466144428808 51.51008080007, -0.15182612069380075 51.51219475452946, -0.14628359224920173 51.51232790743025, -0.1459928263751784 51.51222101197852))",Consulate
Embassy of Afghanistan in London,POINT (-0.1743137 51.5014157),Consulate
Embassy of Albania,POINT (-0.1439899 51.4906645),Consulate
Embassy of Algeria,POINT (-0.1425569 51.518272),Consulate
Consulate General of Algeria,POINT (-0.2628305 51.5216631),Consulate
Angola Embassy,POINT (-0.1580366 51.5192651),Consulate
Consulate of Angola,POINT (-0.12959 51.5184586),Consulate
High Commission for Antigua and Barbuda,POINT (-0.1652455 51.5189974),Consulate
Embassy of Argentina,POINT (-0.1487443 51.5124424),Consulate
Embassy of Armenia,POINT (-0.1339364 51.5069008),Consulate
Australian High Commission,POINT (-0.1152821 51.5128277),Consulate
Embassy of Austria,POINT (-0.1551423 51.4981957),Consulate
Embassy of Azerbaijan,POINT (-0.206856 51.50634429999999),Consulate
"High Commission of The Bahamas, London",POINT (-0.1486232 51.5071733),Consulate
"Embassy of Bahrain, London",POINT (-0.1524849 51.4984411),Consulate
"Bangladesh High Commission, London",POINT (-0.1799537 51.49855489999999),Consulate
Barbados High Commission,POINT (-0.1303929 51.5170332),Consulate
Embassy of Belarus,POINT (-0.186785 51.50161689999999),Consulate
Embassy of Belgium,POINT (-0.1531615 51.5009881),Consulate
"High Commission of Belize, London",POINT (-0.1652195 51.519),Consulate
Embassy of Bolivia,POINT (-0.151118 51.497035),Consulate
Embassy of Bosnia and Herzegovina,POINT (-0.1902379 51.4952565),Consulate
"High Commission of Botswana, London",POINT (-0.1491377 51.5150198),Consulate
Embassy of Brazil,POINT (-0.1308425 51.5075171),Consulate
Brunei Darussalam High Commission,POINT (-0.1548937 51.49850989999999),Consulate
Embassy of the Republic of Bulgaria,POINT (-0.1795568 51.4999859),Consulate
Embassy of Burundi,POINT (-0.1282751 51.50720510000001),Consulate
Royal Embassy of Cambodia,POINT (-0.2213944 51.5455482),Consulate
Cameroon High Commission London,POINT (-0.2089867 51.5055571),Consulate
High Commission of Canada in the United Kingdom,POINT (-0.1292584 51.5080947),Consulate
Embassy of Chile,POINT (-0.1314282 51.5006631),Consulate
Embassy of the People's Republic of China,POINT (-0.1456637 51.521097),Consulate
Embassy of Colombia,POINT (-0.1613492 51.499057),Consulate
General Consulate of Colombia,POINT (-0.1454105 51.52019319999999),Consulate
Embassy of the Democratic Republic of the Congo,POINT (-0.1203324 51.5294859),Consulate
Embassy of Costa Rica,POINT (-0.1471343 51.5137696),Consulate
Embassy of Côte d'Ivoire,POINT (-0.1474484 51.4935439),Consulate
Embassy of Croatia,POINT (-0.1412656 51.5232249),Consulate
Embassy of Cuba,POINT (-0.1254651 51.51623439999999),Consulate
High Commission Of The Republic Of Cyprus & Consulate-General,POINT (-0.1365682 51.5074822),Consulate
Embassy of the Czech Republic,POINT (-0.193483 51.509387),Consulate
Royal Danish Embassy,POINT (-0.1594465 51.4978181),Consulate
Dominica High Commission,POINT (-0.1869473 51.4913877),Consulate
Embassy of the Dominican Republic,POINT (-0.1819601 51.4949324),Consulate
Embassy of Ecuador,POINT (-0.1612775 51.4990055),Consulate
Embassy of Egypt,POINT (-0.151983 51.5081545),Consulate
Embassy of El Salvador,POINT (-0.1601838 51.5233856),Consulate
Embassy of the Republic of Equatorial Guinea,POINT (-0.1396975 51.5064228),Consulate
Embassy of Eritrea in United Kingdom & Ireland,POINT (-0.1072979 51.5329404),Consulate
Embassy of Estonia,POINT (-0.1827837 51.498819),Consulate
High Commission of Eswatini,POINT (-0.1400389 51.4995059),Consulate
"Embassy of Ethiopia, London",POINT (-0.1724834 51.5015581),Consulate
"High Commission of Fiji, London",POINT (-0.18168 51.5007741),Consulate
Embassy of Finland,POINT (-0.1542477 51.4975712),Consulate
"Embassy of France, London",POINT (-0.1582432 51.5024337),Consulate
Embassy of Gabon,POINT (-0.180968 51.4977518),Consulate
The Gambia High Commission,POINT (-0.1875677 51.5017799),Consulate
Embassy of Georgia,POINT (-0.1359575 51.488754),Consulate
Embassy of Germany,POINT (-0.1540637 51.4980574),Consulate
Ghana High Commission,POINT (-0.1552442 51.4988971),Consulate
Embassy of Greece in London,POINT (-0.2045194 51.505513),Consulate
High Commission for Grenada,POINT (-0.1154891 51.5192431),Consulate
Embassy of Guatemala,POINT (-0.1935044 51.5150776),Consulate
Embassy of Guinea,POINT (-0.1661886 51.518467),Consulate
Guyana High Commission,POINT (-0.1920171 51.5101065),Consulate
The Embassy of Republic of Haiti,POINT (-0.1229148 51.51802679999999),Consulate
Embassy of Honduras,POINT (-0.1571121 51.5219803),Consulate
Embassy of Hungary - Magyarország Nagykövetsége London,POINT (-0.1526486 51.4973202),Consulate
Embassy of Iceland,POINT (-0.1593515 51.4977101),Consulate
High Commission of India,POINT (-0.1180387 51.5126545),Consulate
Embassy of the Republic of Indonesia,POINT (-0.1309503 51.49695209999999),Consulate
Embassy of The Islamic Republic of Iran,POINT (-0.1723464 51.5014793),Consulate
Embassy of the Republic of Iraq,POINT (-0.1802358 51.4994162),Consulate
Embassy of Ireland,POINT (-0.1497937 51.5003908),Consulate
Embassy of Israel,POINT (-0.1896974 51.5032085),Consulate
Embassy of Italy,POINT (-0.1417621 51.4996447),Consulate
High Commission of Jamaica,POINT (-0.1747822 51.5001664),Consulate
Embassy of Japan in the UK,POINT (-0.1459767 51.5053247),Consulate
Embassy of the Hashemite Kingdom of Jordan in London,POINT (-0.1978237 51.5020505),Consulate
Embassy of Kazakhstan,POINT (-0.1310208 51.507603),Consulate
Kenya High Commission,POINT (-0.1456521 51.5206963),Consulate
Embassy of the Republic of Korea in the UK,POINT (-0.1362604 51.49800519999999),Consulate
Embassy of Republic of Kosovo in London - Ambasada e Republikës së Kosovës në Londër,POINT (-0.1149773 51.5219549),Consulate
Embassy of Kuwait,POINT (-0.1587805 51.5024743),Consulate
Embassy of Kyrgyzstan,POINT (-0.1584145 51.5198811),Consulate
Embassy of Laos,POINT (-0.1843777 51.5133081),Consulate
Embassy of Latvia,POINT (-0.1534598 51.522415),Consulate
Latvian Consulate,POINT (-0.1643745 51.52137579999999),Consulate
Embassy of Lebanon,POINT (-0.1919979 51.5079416),Consulate
High Commission of the Kingdom of Lesotho,POINT (-0.1554341 51.4976801),Consulate
Embassy of the Republic of Liberia,POINT (-0.140962 51.5228641),Consulate
Libyan Consulate - القنصلية الليبية,POINT (-0.1697734 51.5003835),Consulate
Embassy of Libya,POINT (-0.1540681 51.5024404),Consulate
Embassy of Lithuania,POINT (-0.1308439 51.4895478),Consulate
Luxembourg Embassy,POINT (-0.1545864 51.5010177),Consulate
Embassy of Madagascar,POINT (-0.1624666 51.5009542),Consulate
Malawi High Commission,POINT (-0.114728 51.5214852),Consulate
Malaysian High Commission,POINT (-0.1526167 51.5000471),Consulate
Embassy of the Maldives,POINT (-0.1529204 51.52161040000001),Consulate
Malta High Commission,POINT (-0.1374233 51.5091568),Consulate
Embassy of Mauritania - London,POINT (-0.1339844 51.4965288),Consulate
"High Commission of Mauritius, London",POINT (-0.181763 51.4976034),Consulate
Embassy of Mexico,POINT (-0.1436049 51.513054),Consulate
Embassy of the Republic of Moldova,POINT (-0.1400533 51.4992262),Consulate
Embassy of the Principality of Monaco,POINT (-0.1536657 51.510636),Consulate
Embassy of Mongolia,POINT (-0.186897 51.5015384),Consulate
Embassy of Montenegro in London,POINT (-0.1846732 51.4997356),Consulate
Embassy of Morocco in United Kingdom,POINT (-0.1822582 51.49579629999999),Consulate
Mozambique High Commission,POINT (-0.1409528 51.5230002),Consulate
Embassy of the Republic of the Union of Myanmar,POINT (-0.1482832 51.5076232),Consulate
Namibia High Commision,POINT (-0.1448218 51.5183887),Consulate
Embassy of Nepal,POINT (-0.1907566 51.5074704),Consulate
Embassy of the Kingdom of the Netherlands,POINT (-0.1822386 51.5011065),Consulate
New Zealand High Commission,POINT (-0.1307482 51.508033),Consulate
Nigeria High Commission,POINT (-0.1251889 51.5068935),Consulate
Embassy of the Republic of North Macedonia in Great Britain,POINT (-0.1368866 51.493508),Consulate
Royal Norwegian Embassy,POINT (-0.1529622 51.4980468),Consulate
Embassy of Oman,POINT (-0.179143 51.4974021),Consulate
High Commission of Pakistan,POINT (-0.1588824 51.4996152),Consulate
Embassy of Panama,POINT (-0.148472 51.5057821),Consulate
Papua New Guinea High Commission,POINT (-0.1332253 51.5074988),Consulate
Embassy of Paraguay,POINT (-0.1819391 51.4949105),Consulate
Peruvian Embassy,POINT (-0.1406407 51.49969429999999),Consulate
Consulate-General of Peru,POINT (-0.1663808 51.4984437),Consulate
Embassy of the Philippines,POINT (-0.1305968 51.5085105),Consulate
Embassy of the Republic of Poland,POINT (-0.1455802 51.52079060000001),Consulate
Consular Section of the Embassy of Poland,POINT (-0.1081874 51.513427),Consulate
Embassy of Portugal,POINT (-0.1551683 51.4995738),Consulate
Consulate General of Portugal,POINT (-0.1443505 51.5181907),Consulate
Embassy of Qatar,POINT (-0.1505749 51.5071216),Consulate
Consulate General of Romania in London,POINT (-0.2269339 51.4946037),Consulate
Embassy of Romania in London,POINT (-0.1898963 51.5040262),Consulate
Embassy of the Russian Federation,POINT (-0.1916985 51.5097359),Consulate
"High Commission of Rwanda, London",POINT (-0.1633828 51.52014639999999),Consulate
Saint Kitts and Nevis High Commission,POINT (-0.1868843 51.5013527),Consulate
"High Commission of Saint Lucia, London, UK",POINT (-0.1870883 51.4913472),Consulate
High Commission For St Vincent & The Grenadines,POINT (-0.1869661 51.5013714),Consulate
"Royal Embassy of Saudi Arabia, London",POINT (-0.1477681 51.5070995),Consulate
Embassy of Senegal,POINT (-0.1154882 51.51898930000001),Consulate
Embassy of Serbia,POINT (-0.1526774 51.49827),Consulate
"High Commission of the Seychelles, London",POINT (-0.1473628 51.4937171),Consulate
Sierra Leone High Commission,POINT (-0.1173875 51.5188777),Consulate
Singapore High Commission,POINT (-0.1563071 51.5002638),Consulate
Embassy of Slovakia,POINT (-0.1929305 51.50930580000001),Consulate
Embassy of Slovenia,POINT (-0.1322606 51.49999099999999),Consulate
Somali Embassy London UK,POINT (-0.2072553 51.4953059),Consulate
South African High Commission,POINT (-0.1267357 51.5082423),Consulate
"Embassy of Republic of South Sudan, London",POINT (-0.1563661 51.5169074),Consulate
Embassy of Spain,POINT (-0.153638 51.497937),Consulate
Spanish Consulate,POINT (-0.1615423 51.492218),Consulate
Sri Lanka High Commission,POINT (-0.1708261 51.5128071),Consulate
Embassy of Sudan,POINT (-0.1385219 51.5048572),Consulate
Embassy of Sweden,POINT (-0.1602435 51.5189065),Consulate
Embassy of Switzerland,POINT (-0.160605 51.5186551),Consulate
Embassy of Tajikistan,POINT (-0.2111797 51.5132035),Consulate
Tanzania High Commission London,POINT (-0.1488591 51.5147851),Consulate
"Embassy of Thailand, London",POINT (-0.1799416 51.4984499),Consulate
THE EMBASSY OF TIMOR LESTE,POINT (-0.134977 51.4974657),Consulate
Togo Embassy in London,POINT (-0.1325259 51.56803739999999),Consulate
"High Commission of Tonga, London",POINT (-0.164348 51.5180989),Consulate
High Commission for Trinidad and Tobago,POINT (-0.1522799 51.4997351),Consulate
Embassy of Tunisia,POINT (-0.174122 51.5015442),Consulate
Embassy of Turkey,POINT (-0.1524005 51.4998696),Consulate
Consulate General of Türkiye,POINT (-0.1669648 51.5007971),Consulate
Embassy of Turkmenistan,POINT (-0.2096395 51.50588260000001),Consulate
Uganda High Commission,POINT (-0.1282751 51.50720510000001),Consulate
Embassy of Ukraine,POINT (-0.2081468 51.5061039),Consulate
Consulate of Ukraine,POINT (-0.2021734 51.5123194),Consulate
Embassy of the United Arab Emirates,POINT (-0.1540823 51.5003852),Consulate
"U.S. Embassy, London",POINT (-0.1322369 51.4825655),Consulate
Embassy of Uruguay - London. NO es sitio oficial,POINT (-0.1663808 51.4984437),Consulate
Embassy of Uzbekistan,POINT (-0.2051807 51.5065225),Consulate
Embassy of Venezuela,POINT (-0.1737509 51.4955665),Consulate
Consulate of Venezuela,POINT (-0.1379948 51.523595),Consulate
Embassy of Vietnam,POINT (-0.1856501 51.4995205),Consulate
"Embassy of the Republic of Yemen, London",POINT (-0.1786521 51.4951017),Consulate
High Commission for the Republic of Zambia,POINT (-0.1836757 51.500698),Consulate
Embassy of Zimbabwe.,POINT (-0.123963 51.50950779999999),Consulate
Consulate of Argentina,POINT (-0.1487228 51.5120957),Consulate
